Period,Region,Dealer,Model,Variant,Factory,Forecast Units,Actual Units,Order Bank Units,Production Capacity Units,Available Slots,Finished Goods Units,Inventory Days,Forecast Version
2026-03,WA,Pilbara Supply,Model K,K-LITE,Plant 3,68,68,29,480,57,58,42,FY26-Q1-DEMO
2026-03,WA,Pilbara Supply,Model L,L-STD,Plant 1,69,69,29,520,57,40,39,FY26-Q1-DEMO
2026-03,WA,Pilbara Supply,Model L,L-MAX,Plant 1,69,69,29,520,57,55,34,FY26-Q1-DEMO
2026-03,SA,Southern Fleet,Model H,H-STD,Plant 2,75,79,33,420,8,56,35,FY26-Q1-DEMO
2026-03,SA,Southern Fleet,Model H,H-XL,Plant 2,75,62,27,420,8,154,79,FY26-Q1-DEMO
2026-03,SA,Southern Fleet,Model J,J-STD,Plant 1,77,77,32,520,57,54,37,FY26-Q1-DEMO
2026-03,SA,Southern Fleet,Model J,J-PRO,Plant 1,77,77,32,520,57,28,28,FY26-Q1-DEMO
2026-03,SA,Southern Fleet,Model K,K-STD,Plant 3,78,78,32,480,57,53,38,FY26-Q1-DEMO
2026-03,SA,Southern Fleet,Model K,K-LITE,Plant 3,78,78,32,480,57,58,42,FY26-Q1-DEMO
2026-03,SA,Southern Fleet,Model L,L-STD,Plant 1,79,55,24,520,57,52,39,FY26-Q1-DEMO
2026-03,SA,Southern Fleet,Model L,L-MAX,Plant 1,79,55,24,520,57,27,34,FY26-Q1-DEMO
2026-03,SA,Adelaide Channel,Model H,H-STD,Plant 2,75,79,33,420,8,44,35,FY26-Q1-DEMO
2026-03,SA,Adelaide Channel,Model H,H-XL,Plant 2,75,62,27,420,8,154,79,FY26-Q1-DEMO
2026-03,SA,Adelaide Channel,Model J,J-STD,Plant 1,77,77,32,520,57,42,37,FY26-Q1-DEMO
2026-03,SA,Adelaide Channel,Model J,J-PRO,Plant 1,77,77,32,520,57,56,28,FY26-Q1-DEMO
2026-03,SA,Adelaide Channel,Model K,K-STD,Plant 3,78,78,32,480,57,41,38,FY26-Q1-DEMO
2026-03,SA,Adelaide Channel,Model K,K-LITE,Plant 3,78,78,32,480,57,50,42,FY26-Q1-DEMO
2026-03,SA,Adelaide Channel,Model L,L-STD,Plant 1,79,55,24,520,57,40,39,FY26-Q1-DEMO
2026-03,SA,Adelaide Channel,Model L,L-MAX,Plant 1,79,55,24,520,57,55,34,FY26-Q1-DEMO
2026-04,QLD,Northside Motors,Model H,H-STD,Plant 2,64,89,36,420,5,56,35,FY26-Q1-DEMO
2026-04,QLD,Northside Motors,Model H,H-XL,Plant 2,64,69,29,420,5,162,82,FY26-Q1-DEMO
2026-04,QLD,Northside Motors,Model J,J-STD,Plant 1,62,62,27,520,56,58,37,FY26-Q1-DEMO
2026-04,QLD,Northside Motors,Model J,J-PRO,Plant 1,62,62,27,520,56,44,28,FY26-Q1-DEMO
2026-04,QLD,Northside Motors,Model K,K-STD,Plant 3,61,61,26,480,56,59,38,FY26-Q1-DEMO
2026-04,QLD,Northside Motors,Model K,K-LITE,Plant 3,61,61,26,480,56,58,42,FY26-Q1-DEMO
2026-04,QLD,Northside Motors,Model L,L-STD,Plant 1,60,60,26,520,56,20,39,FY26-Q1-DEMO
2026-04,QLD,Northside Motors,Model L,L-MAX,Plant 1,60,60,26,520,56,45,34,FY26-Q1-DEMO
2026-04,QLD,Coastal Equipment,Model H,H-STD,Plant 2,64,89,36,420,5,35,35,FY26-Q1-DEMO
2026-04,QLD,Coastal Equipment,Model H,H-XL,Plant 2,64,69,29,420,5,162,82,FY26-Q1-DEMO
2026-04,QLD,Coastal Equipment,Model J,J-STD,Plant 1,62,62,27,520,56,37,37,FY26-Q1-DEMO
2026-04,QLD,Coastal Equipment,Model J,J-PRO,Plant 1,62,62,27,520,56,23,28,FY26-Q1-DEMO
2026-04,QLD,Coastal Equipment,Model K,K-STD,Plant 3,61,61,26,480,56,38,38,FY26-Q1-DEMO
2026-04,QLD,Coastal Equipment,Model K,K-LITE,Plant 3,61,61,26,480,56,27,42,FY26-Q1-DEMO
2026-04,QLD,Coastal Equipment,Model L,L-STD,Plant 1,60,60,26,520,56,39,39,FY26-Q1-DEMO
2026-04,QLD,Coastal Equipment,Model L,L-MAX,Plant 1,60,60,26,520,56,24,34,FY26-Q1-DEMO
2026-04,NSW,Harbour Dealership,Model H,H-STD,Plant 2,67,89,36,420,5,24,35,FY26-Q1-DEMO
2026-04,NSW,Harbour Dealership,Model H,H-XL,Plant 2,67,69,29,420,5,162,82,FY26-Q1-DEMO
2026-04,NSW,Harbour Dealership,Model J,J-STD,Plant 1,69,69,29,520,56,22,37,FY26-Q1-DEMO
2026-04,NSW,Harbour Dealership,Model J,J-PRO,Plant 1,69,69,29,520,56,36,28,FY26-Q1-DEMO
2026-04,NSW,Harbour Dealership,Model K,K-STD,Plant 3,70,70,30,480,56,21,38,FY26-Q1-DEMO
2026-04,NSW,Harbour Dealership,Model K,K-LITE,Plant 3,70,70,30,480,56,58,42,FY26-Q1-DEMO
2026-04,NSW,Harbour Dealership,Model L,L-STD,Plant 1,71,71,30,520,56,20,39,FY26-Q1-DEMO
2026-04,NSW,Harbour Dealership,Model L,L-MAX,Plant 1,71,71,30,520,56,35,34,FY26-Q1-DEMO
2026-04,NSW,Western Plains,Model H,H-STD,Plant 2,67,89,36,420,5,27,35,FY26-Q1-DEMO
2026-04,NSW,Western Plains,Model H,H-XL,Plant 2,67,69,29,420,5,162,82,FY26-Q1-DEMO
2026-04,NSW,Western Plains,Model J,J-STD,Plant 1,69,69,29,520,56,29,37,FY26-Q1-DEMO
2026-04,NSW,Western Plains,Model J,J-PRO,Plant 1,69,69,29,520,56,55,28,FY26-Q1-DEMO
2026-04,NSW,Western Plains,Model K,K-STD,Plant 3,70,70,30,480,56,30,38,FY26-Q1-DEMO
2026-04,NSW,Western Plains,Model K,K-LITE,Plant 3,70,70,30,480,56,59,42,FY26-Q1-DEMO
2026-04,NSW,Western Plains,Model L,L-STD,Plant 1,71,71,30,520,56,31,39,FY26-Q1-DEMO
2026-04,NSW,Western Plains,Model L,L-MAX,Plant 1,71,71,30,520,56,56,34,FY26-Q1-DEMO
2026-04,VIC,Metro Industrial,Model H,H-STD,Plant 2,71,75,31,420,5,34,35,FY26-Q1-DEMO
2026-04,VIC,Metro Industrial,Model H,H-XL,Plant 2,71,59,26,420,5,162,82,FY26-Q1-DEMO
2026-04,VIC,Metro Industrial,Model J,J-STD,Plant 1,73,73,31,520,56,36,37,FY26-Q1-DEMO
2026-04,VIC,Metro Industrial,Model J,J-PRO,Plant 1,73,73,31,520,56,22,28,FY26-Q1-DEMO
2026-04,VIC,Metro Industrial,Model K,K-STD,Plant 3,74,70,30,480,56,37,38,FY26-Q1-DEMO
2026-04,VIC,Metro Industrial,Model K,K-LITE,Plant 3,74,70,30,480,56,36,42,FY26-Q1-DEMO
2026-04,VIC,Metro Industrial,Model L,L-STD,Plant 1,75,75,31,520,56,38,39,FY26-Q1-DEMO
2026-04,VIC,Metro Industrial,Model L,L-MAX,Plant 1,75,75,31,520,56,23,34,FY26-Q1-DEMO
2026-04,VIC,Gippsland Trade,Model H,H-STD,Plant 2,71,75,31,420,5,38,35,FY26-Q1-DEMO
2026-04,VIC,Gippsland Trade,Model H,H-XL,Plant 2,71,59,26,420,5,162,82,FY26-Q1-DEMO
2026-04,VIC,Gippsland Trade,Model J,J-STD,Plant 1,73,73,31,520,56,36,37,FY26-Q1-DEMO
2026-04,VIC,Gippsland Trade,Model J,J-PRO,Plant 1,73,73,31,520,56,50,28,FY26-Q1-DEMO
2026-04,VIC,Gippsland Trade,Model K,K-STD,Plant 3,74,70,30,480,56,35,38,FY26-Q1-DEMO
2026-04,VIC,Gippsland Trade,Model K,K-LITE,Plant 3,74,70,30,480,56,44,42,FY26-Q1-DEMO
2026-04,VIC,Gippsland Trade,Model L,L-STD,Plant 1,75,75,31,520,56,34,39,FY26-Q1-DEMO
2026-04,VIC,Gippsland Trade,Model L,L-MAX,Plant 1,75,75,31,520,56,49,34,FY26-Q1-DEMO
2026-04,WA,West Coast Machinery,Model H,H-STD,Plant 2,67,70,30,420,5,23,35,FY26-Q1-DEMO
2026-04,WA,West Coast Machinery,Model H,H-XL,Plant 2,67,55,24,420,5,162,82,FY26-Q1-DEMO
2026-04,WA,West Coast Machinery,Model J,J-STD,Plant 1,69,50,23,520,56,25,37,FY26-Q1-DEMO
2026-04,WA,West Coast Machinery,Model J,J-PRO,Plant 1,69,50,23,520,56,51,28,FY26-Q1-DEMO
2026-04,WA,West Coast Machinery,Model K,K-STD,Plant 3,70,70,30,480,56,26,38,FY26-Q1-DEMO
2026-04,WA,West Coast Machinery,Model K,K-LITE,Plant 3,70,70,30,480,56,47,42,FY26-Q1-DEMO
2026-04,WA,West Coast Machinery,Model L,L-STD,Plant 1,71,71,30,520,56,27,39,FY26-Q1-DEMO
2026-04,WA,West Coast Machinery,Model L,L-MAX,Plant 1,71,71,30,520,56,52,34,FY26-Q1-DEMO
2026-04,WA,Pilbara Supply,Model H,H-STD,Plant 2,67,70,30,420,5,44,35,FY26-Q1-DEMO
2026-04,WA,Pilbara Supply,Model H,H-XL,Plant 2,67,55,24,420,5,162,82,FY26-Q1-DEMO
2026-04,WA,Pilbara Supply,Model J,J-STD,Plant 1,69,50,23,520,56,42,37,FY26-Q1-DEMO
2026-04,WA,Pilbara Supply,Model J,J-PRO,Plant 1,69,50,23,520,56,56,28,FY26-Q1-DEMO
2026-04,WA,Pilbara Supply,Model K,K-STD,Plant 3,70,70,30,480,56,41,38,FY26-Q1-DEMO
2026-04,WA,Pilbara Supply,Model K,K-LITE,Plant 3,70,70,30,480,56,58,42,FY26-Q1-DEMO
2026-04,WA,Pilbara Supply,Model L,L-STD,Plant 1,71,71,30,520,56,40,39,FY26-Q1-DEMO
2026-04,WA,Pilbara Supply,Model L,L-MAX,Plant 1,71,71,30,520,56,55,34,FY26-Q1-DEMO
2026-04,SA,Southern Fleet,Model H,H-STD,Plant 2,77,81,33,420,5,56,35,FY26-Q1-DEMO
2026-04,SA,Southern Fleet,Model H,H-XL,Plant 2,77,63,27,420,5,162,82,FY26-Q1-DEMO
2026-04,SA,Southern Fleet,Model J,J-STD,Plant 1,79,79,33,520,56,54,37,FY26-Q1-DEMO
2026-04,SA,Southern Fleet,Model J,J-PRO,Plant 1,79,79,33,520,56,28,28,FY26-Q1-DEMO
2026-04,SA,Southern Fleet,Model K,K-STD,Plant 3,80,80,33,480,56,53,38,FY26-Q1-DEMO
2026-04,SA,Southern Fleet,Model K,K-LITE,Plant 3,80,80,33,480,56,58,42,FY26-Q1-DEMO
2026-04,SA,Southern Fleet,Model L,L-STD,Plant 1,81,55,24,520,56,52,39,FY26-Q1-DEMO
2026-04,SA,Southern Fleet,Model L,L-MAX,Plant 1,81,55,24,520,56,27,34,FY26-Q1-DEMO
2026-04,SA,Adelaide Channel,Model H,H-STD,Plant 2,77,81,33,420,5,44,35,FY26-Q1-DEMO
2026-04,SA,Adelaide Channel,Model H,H-XL,Plant 2,77,63,27,420,5,162,82,FY26-Q1-DEMO
2026-04,SA,Adelaide Channel,Model J,J-STD,Plant 1,79,79,33,520,56,42,37,FY26-Q1-DEMO
2026-04,SA,Adelaide Channel,Model J,J-PRO,Plant 1,79,79,33,520,56,56,28,FY26-Q1-DEMO
2026-04,SA,Adelaide Channel,Model K,K-STD,Plant 3,80,80,33,480,56,41,38,FY26-Q1-DEMO
2026-04,SA,Adelaide Channel,Model K,K-LITE,Plant 3,80,80,33,480,56,50,42,FY26-Q1-DEMO
2026-04,SA,Adelaide Channel,Model L,L-STD,Plant 1,81,55,24,520,56,40,39,FY26-Q1-DEMO
2026-04,SA,Adelaide Channel,Model L,L-MAX,Plant 1,81,55,24,520,56,55,34,FY26-Q1-DEMO
2026-05,QLD,Northside Motors,Model H,H-STD,Plant 2,66,93,38,420,5,56,35,FY26-Q1-DEMO
2026-05,QLD,Northside Motors,Model H,H-XL,Plant 2,66,73,31,420,5,170,85,FY26-Q1-DEMO
2026-05,QLD,Northside Motors,Model J,J-STD,Plant 1,64,64,27,520,60,58,37,FY26-Q1-DEMO
2026-05,QLD,Northside Motors,Model J,J-PRO,Plant 1,64,64,27,520,60,44,28,FY26-Q1-DEMO
2026-05,QLD,Northside Motors,Model K,K-STD,Plant 3,63,63,27,480,60,59,38,FY26-Q1-DEMO
2026-05,QLD,Northside Motors,Model K,K-LITE,Plant 3,63,63,27,480,60,58,42,FY26-Q1-DEMO
2026-05,QLD,Northside Motors,Model L,L-STD,Plant 1,62,62,27,520,60,20,39,FY26-Q1-DEMO
2026-05,QLD,Northside Motors,Model L,L-MAX,Plant 1,62,62,27,520,60,45,34,FY26-Q1-DEMO
2026-05,QLD,Coastal Equipment,Model H,H-STD,Plant 2,66,93,38,420,5,35,35,FY26-Q1-DEMO
2026-05,QLD,Coastal Equipment,Model H,H-XL,Plant 2,66,73,31,420,5,170,85,FY26-Q1-DEMO
2026-05,QLD,Coastal Equipment,Model J,J-STD,Plant 1,64,64,27,520,60,37,37,FY26-Q1-DEMO
2026-05,QLD,Coastal Equipment,Model J,J-PRO,Plant 1,64,64,27,520,60,23,28,FY26-Q1-DEMO
2026-05,QLD,Coastal Equipment,Model K,K-STD,Plant 3,63,63,27,480,60,38,38,FY26-Q1-DEMO
2026-05,QLD,Coastal Equipment,Model K,K-LITE,Plant 3,63,63,27,480,60,27,42,FY26-Q1-DEMO
2026-05,QLD,Coastal Equipment,Model L,L-STD,Plant 1,62,62,27,520,60,39,39,FY26-Q1-DEMO
2026-05,QLD,Coastal Equipment,Model L,L-MAX,Plant 1,62,62,27,520,60,24,34,FY26-Q1-DEMO
2026-05,NSW,Harbour Dealership,Model H,H-STD,Plant 2,69,92,37,420,5,24,35,FY26-Q1-DEMO
2026-05,NSW,Harbour Dealership,Model H,H-XL,Plant 2,69,72,30,420,5,170,85,FY26-Q1-DEMO
2026-05,NSW,Harbour Dealership,Model J,J-STD,Plant 1,71,71,30,520,60,22,37,FY26-Q1-DEMO
2026-05,NSW,Harbour Dealership,Model J,J-PRO,Plant 1,71,71,30,520,60,36,28,FY26-Q1-DEMO
2026-05,NSW,Harbour Dealership,Model K,K-STD,Plant 3,72,72,30,480,60,21,38,FY26-Q1-DEMO
2026-05,NSW,Harbour Dealership,Model K,K-LITE,Plant 3,72,72,30,480,60,58,42,FY26-Q1-DEMO
2026-05,NSW,Harbour Dealership,Model L,L-STD,Plant 1,73,73,31,520,60,20,39,FY26-Q1-DEMO
2026-05,NSW,Harbour Dealership,Model L,L-MAX,Plant 1,73,73,31,520,60,35,34,FY26-Q1-DEMO
2026-05,NSW,Western Plains,Model H,H-STD,Plant 2,69,92,37,420,5,27,35,FY26-Q1-DEMO
2026-05,NSW,Western Plains,Model H,H-XL,Plant 2,69,72,30,420,5,170,85,FY26-Q1-DEMO
2026-05,NSW,Western Plains,Model J,J-STD,Plant 1,71,71,30,520,60,29,37,FY26-Q1-DEMO
2026-05,NSW,Western Plains,Model J,J-PRO,Plant 1,71,71,30,520,60,55,28,FY26-Q1-DEMO
2026-05,NSW,Western Plains,Model K,K-STD,Plant 3,72,72,30,480,60,30,38,FY26-Q1-DEMO
2026-05,NSW,Western Plains,Model K,K-LITE,Plant 3,72,72,30,480,60,59,42,FY26-Q1-DEMO
2026-05,NSW,Western Plains,Model L,L-STD,Plant 1,73,73,31,520,60,31,39,FY26-Q1-DEMO
2026-05,NSW,Western Plains,Model L,L-MAX,Plant 1,73,73,31,520,60,56,34,FY26-Q1-DEMO
2026-05,VIC,Metro Industrial,Model H,H-STD,Plant 2,73,77,32,420,5,34,35,FY26-Q1-DEMO
2026-05,VIC,Metro Industrial,Model H,H-XL,Plant 2,73,60,26,420,5,170,85,FY26-Q1-DEMO
2026-05,VIC,Metro Industrial,Model J,J-STD,Plant 1,75,75,31,520,60,36,37,FY26-Q1-DEMO
2026-05,VIC,Metro Industrial,Model J,J-PRO,Plant 1,75,75,31,520,60,22,28,FY26-Q1-DEMO
2026-05,VIC,Metro Industrial,Model K,K-STD,Plant 3,76,71,30,480,60,37,38,FY26-Q1-DEMO
2026-05,VIC,Metro Industrial,Model K,K-LITE,Plant 3,76,71,30,480,60,36,42,FY26-Q1-DEMO
2026-05,VIC,Metro Industrial,Model L,L-STD,Plant 1,77,77,32,520,60,38,39,FY26-Q1-DEMO
2026-05,VIC,Metro Industrial,Model L,L-MAX,Plant 1,77,77,32,520,60,23,34,FY26-Q1-DEMO
2026-05,VIC,Gippsland Trade,Model H,H-STD,Plant 2,73,77,32,420,5,38,35,FY26-Q1-DEMO
2026-05,VIC,Gippsland Trade,Model H,H-XL,Plant 2,73,60,26,420,5,170,85,FY26-Q1-DEMO
2026-05,VIC,Gippsland Trade,Model J,J-STD,Plant 1,75,75,31,520,60,36,37,FY26-Q1-DEMO
2026-05,VIC,Gippsland Trade,Model J,J-PRO,Plant 1,75,75,31,520,60,50,28,FY26-Q1-DEMO
2026-05,VIC,Gippsland Trade,Model K,K-STD,Plant 3,76,71,30,480,60,35,38,FY26-Q1-DEMO
2026-05,VIC,Gippsland Trade,Model K,K-LITE,Plant 3,76,71,30,480,60,44,42,FY26-Q1-DEMO
2026-05,VIC,Gippsland Trade,Model L,L-STD,Plant 1,77,77,32,520,60,34,39,FY26-Q1-DEMO
2026-05,VIC,Gippsland Trade,Model L,L-MAX,Plant 1,77,77,32,520,60,49,34,FY26-Q1-DEMO
2026-05,WA,West Coast Machinery,Model H,H-STD,Plant 2,69,72,30,420,5,23,35,FY26-Q1-DEMO
2026-05,WA,West Coast Machinery,Model H,H-XL,Plant 2,69,56,25,420,5,170,85,FY26-Q1-DEMO
2026-05,WA,West Coast Machinery,Model J,J-STD,Plant 1,71,51,23,520,60,25,37,FY26-Q1-DEMO
2026-05,WA,West Coast Machinery,Model J,J-PRO,Plant 1,71,51,23,520,60,51,28,FY26-Q1-DEMO
2026-05,WA,West Coast Machinery,Model K,K-STD,Plant 3,72,72,30,480,60,26,38,FY26-Q1-DEMO
2026-05,WA,West Coast Machinery,Model K,K-LITE,Plant 3,72,72,30,480,60,47,42,FY26-Q1-DEMO
2026-05,WA,West Coast Machinery,Model L,L-STD,Plant 1,73,73,31,520,60,27,39,FY26-Q1-DEMO
2026-05,WA,West Coast Machinery,Model L,L-MAX,Plant 1,73,73,31,520,60,52,34,FY26-Q1-DEMO
2026-05,WA,Pilbara Supply,Model H,H-STD,Plant 2,69,72,30,420,5,44,35,FY26-Q1-DEMO
2026-05,WA,Pilbara Supply,Model H,H-XL,Plant 2,69,56,25,420,5,170,85,FY26-Q1-DEMO
2026-05,WA,Pilbara Supply,Model J,J-STD,Plant 1,71,51,23,520,60,42,37,FY26-Q1-DEMO
2026-05,WA,Pilbara Supply,Model J,J-PRO,Plant 1,71,51,23,520,60,56,28,FY26-Q1-DEMO
2026-05,WA,Pilbara Supply,Model K,K-STD,Plant 3,72,72,30,480,60,41,38,FY26-Q1-DEMO
2026-05,WA,Pilbara Supply,Model K,K-LITE,Plant 3,72,72,30,480,60,58,42,FY26-Q1-DEMO
2026-05,WA,Pilbara Supply,Model L,L-STD,Plant 1,73,73,31,520,60,40,39,FY26-Q1-DEMO
2026-05,WA,Pilbara Supply,Model L,L-MAX,Plant 1,73,73,31,520,60,55,34,FY26-Q1-DEMO
2026-05,SA,Southern Fleet,Model H,H-STD,Plant 2,79,83,34,420,5,56,35,FY26-Q1-DEMO
2026-05,SA,Southern Fleet,Model H,H-XL,Plant 2,79,65,28,420,5,170,85,FY26-Q1-DEMO
2026-05,SA,Southern Fleet,Model J,J-STD,Plant 1,81,81,33,520,60,54,37,FY26-Q1-DEMO
2026-05,SA,Southern Fleet,Model J,J-PRO,Plant 1,81,81,33,520,60,28,28,FY26-Q1-DEMO
2026-05,SA,Southern Fleet,Model K,K-STD,Plant 3,82,82,34,480,60,53,38,FY26-Q1-DEMO
2026-05,SA,Southern Fleet,Model K,K-LITE,Plant 3,82,82,34,480,60,58,42,FY26-Q1-DEMO
2026-05,SA,Southern Fleet,Model L,L-STD,Plant 1,83,54,24,520,60,52,39,FY26-Q1-DEMO
2026-05,SA,Southern Fleet,Model L,L-MAX,Plant 1,83,54,24,520,60,27,34,FY26-Q1-DEMO
2026-05,SA,Adelaide Channel,Model H,H-STD,Plant 2,79,83,34,420,5,44,35,FY26-Q1-DEMO
2026-05,SA,Adelaide Channel,Model H,H-XL,Plant 2,79,65,28,420,5,170,85,FY26-Q1-DEMO
2026-05,SA,Adelaide Channel,Model J,J-STD,Plant 1,81,81,33,520,60,42,37,FY26-Q1-DEMO
2026-05,SA,Adelaide Channel,Model J,J-PRO,Plant 1,81,81,33,520,60,56,28,FY26-Q1-DEMO
2026-05,SA,Adelaide Channel,Model K,K-STD,Plant 3,82,82,34,480,60,41,38,FY26-Q1-DEMO
2026-05,SA,Adelaide Channel,Model K,K-LITE,Plant 3,82,82,34,480,60,50,42,FY26-Q1-DEMO
2026-05,SA,Adelaide Channel,Model L,L-STD,Plant 1,83,54,24,520,60,40,39,FY26-Q1-DEMO
2026-05,SA,Adelaide Channel,Model L,L-MAX,Plant 1,83,54,24,520,60,55,34,FY26-Q1-DEMO
2026-06,QLD,Northside Motors,Model H,H-STD,Plant 2,68,97,39,420,5,56,35,FY26-Q1-DEMO
2026-06,QLD,Northside Motors,Model H,H-XL,Plant 2,68,76,32,420,5,178,88,FY26-Q1-DEMO
2026-06,QLD,Northside Motors,Model J,J-STD,Plant 1,66,66,28,520,59,58,37,FY26-Q1-DEMO
2026-06,QLD,Northside Motors,Model J,J-PRO,Plant 1,66,66,28,520,59,44,28,FY26-Q1-DEMO
2026-06,QLD,Northside Motors,Model K,K-STD,Plant 3,65,65,28,480,59,59,38,FY26-Q1-DEMO
2026-06,QLD,Northside Motors,Model K,K-LITE,Plant 3,65,65,28,480,59,58,42,FY26-Q1-DEMO
2026-06,QLD,Northside Motors,Model L,L-STD,Plant 1,64,64,27,520,59,20,39,FY26-Q1-DEMO
2026-06,QLD,Northside Motors,Model L,L-MAX,Plant 1,64,64,27,520,59,45,34,FY26-Q1-DEMO
2026-06,QLD,Coastal Equipment,Model H,H-STD,Plant 2,68,97,39,420,5,35,35,FY26-Q1-DEMO
2026-06,QLD,Coastal Equipment,Model H,H-XL,Plant 2,68,76,32,420,5,178,88,FY26-Q1-DEMO
2026-06,QLD,Coastal Equipment,Model J,J-STD,Plant 1,66,66,28,520,59,37,37,FY26-Q1-DEMO
2026-06,QLD,Coastal Equipment,Model J,J-PRO,Plant 1,66,66,28,520,59,23,28,FY26-Q1-DEMO
2026-06,QLD,Coastal Equipment,Model K,K-STD,Plant 3,65,65,28,480,59,38,38,FY26-Q1-DEMO
2026-06,QLD,Coastal Equipment,Model K,K-LITE,Plant 3,65,65,28,480,59,27,42,FY26-Q1-DEMO
2026-06,QLD,Coastal Equipment,Model L,L-STD,Plant 1,64,64,27,520,59,39,39,FY26-Q1-DEMO
2026-06,QLD,Coastal Equipment,Model L,L-MAX,Plant 1,64,64,27,520,59,24,34,FY26-Q1-DEMO
2026-06,NSW,Harbour Dealership,Model H,H-STD,Plant 2,71,96,39,420,5,24,35,FY26-Q1-DEMO
2026-06,NSW,Harbour Dealership,Model H,H-XL,Plant 2,71,75,31,420,5,178,88,FY26-Q1-DEMO
2026-06,NSW,Harbour Dealership,Model J,J-STD,Plant 1,73,73,31,520,59,22,37,FY26-Q1-DEMO
2026-06,NSW,Harbour Dealership,Model J,J-PRO,Plant 1,73,73,31,520,59,36,28,FY26-Q1-DEMO
2026-06,NSW,Harbour Dealership,Model K,K-STD,Plant 3,74,74,31,480,59,21,38,FY26-Q1-DEMO
2026-06,NSW,Harbour Dealership,Model K,K-LITE,Plant 3,74,74,31,480,59,58,42,FY26-Q1-DEMO
2026-06,NSW,Harbour Dealership,Model L,L-STD,Plant 1,75,75,31,520,59,20,39,FY26-Q1-DEMO
2026-06,NSW,Harbour Dealership,Model L,L-MAX,Plant 1,75,75,31,520,59,35,34,FY26-Q1-DEMO
2026-06,NSW,Western Plains,Model H,H-STD,Plant 2,71,96,39,420,5,27,35,FY26-Q1-DEMO
2026-06,NSW,Western Plains,Model H,H-XL,Plant 2,71,75,31,420,5,178,88,FY26-Q1-DEMO
2026-06,NSW,Western Plains,Model J,J-STD,Plant 1,73,73,31,520,59,29,37,FY26-Q1-DEMO
2026-06,NSW,Western Plains,Model J,J-PRO,Plant 1,73,73,31,520,59,55,28,FY26-Q1-DEMO
2026-06,NSW,Western Plains,Model K,K-STD,Plant 3,74,74,31,480,59,30,38,FY26-Q1-DEMO
2026-06,NSW,Western Plains,Model K,K-LITE,Plant 3,74,74,31,480,59,59,42,FY26-Q1-DEMO
2026-06,NSW,Western Plains,Model L,L-STD,Plant 1,75,75,31,520,59,31,39,FY26-Q1-DEMO
2026-06,NSW,Western Plains,Model L,L-MAX,Plant 1,75,75,31,520,59,56,34,FY26-Q1-DEMO
2026-06,VIC,Metro Industrial,Model H,H-STD,Plant 2,75,79,33,420,5,34,35,FY26-Q1-DEMO
2026-06,VIC,Metro Industrial,Model H,H-XL,Plant 2,75,62,27,420,5,178,88,FY26-Q1-DEMO
2026-06,VIC,Metro Industrial,Model J,J-STD,Plant 1,77,77,32,520,59,36,37,FY26-Q1-DEMO
2026-06,VIC,Metro Industrial,Model J,J-PRO,Plant 1,77,77,32,520,59,22,28,FY26-Q1-DEMO
2026-06,VIC,Metro Industrial,Model K,K-STD,Plant 3,78,73,31,480,59,37,38,FY26-Q1-DEMO
2026-06,VIC,Metro Industrial,Model K,K-LITE,Plant 3,78,73,31,480,59,36,42,FY26-Q1-DEMO
2026-06,VIC,Metro Industrial,Model L,L-STD,Plant 1,79,79,33,520,59,38,39,FY26-Q1-DEMO
2026-06,VIC,Metro Industrial,Model L,L-MAX,Plant 1,79,79,33,520,59,23,34,FY26-Q1-DEMO
2026-06,VIC,Gippsland Trade,Model H,H-STD,Plant 2,75,79,33,420,5,38,35,FY26-Q1-DEMO
2026-06,VIC,Gippsland Trade,Model H,H-XL,Plant 2,75,62,27,420,5,178,88,FY26-Q1-DEMO
2026-06,VIC,Gippsland Trade,Model J,J-STD,Plant 1,77,77,32,520,59,36,37,FY26-Q1-DEMO
2026-06,VIC,Gippsland Trade,Model J,J-PRO,Plant 1,77,77,32,520,59,50,28,FY26-Q1-DEMO
2026-06,VIC,Gippsland Trade,Model K,K-STD,Plant 3,78,73,31,480,59,35,38,FY26-Q1-DEMO
2026-06,VIC,Gippsland Trade,Model K,K-LITE,Plant 3,78,73,31,480,59,44,42,FY26-Q1-DEMO
2026-06,VIC,Gippsland Trade,Model L,L-STD,Plant 1,79,79,33,520,59,34,39,FY26-Q1-DEMO
2026-06,VIC,Gippsland Trade,Model L,L-MAX,Plant 1,79,79,33,520,59,49,34,FY26-Q1-DEMO
2026-06,WA,West Coast Machinery,Model H,H-STD,Plant 2,71,75,31,420,5,23,35,FY26-Q1-DEMO
2026-06,WA,West Coast Machinery,Model H,H-XL,Plant 2,71,59,26,420,5,178,88,FY26-Q1-DEMO
2026-06,WA,West Coast Machinery,Model J,J-STD,Plant 1,73,52,23,520,59,25,37,FY26-Q1-DEMO
2026-06,WA,West Coast Machinery,Model J,J-PRO,Plant 1,73,52,23,520,59,51,28,FY26-Q1-DEMO
2026-06,WA,West Coast Machinery,Model K,K-STD,Plant 3,74,74,31,480,59,26,38,FY26-Q1-DEMO
2026-06,WA,West Coast Machinery,Model K,K-LITE,Plant 3,74,74,31,480,59,47,42,FY26-Q1-DEMO
2026-06,WA,West Coast Machinery,Model L,L-STD,Plant 1,75,75,31,520,59,27,39,FY26-Q1-DEMO
